Tweet,Reply
"That compares with 8.9 million delivered by Volkswagen in the same period, 5 percent fewer than in 2020 and its low… ","Toyota, which releases third-quarter earnings on Feb 9, has said it is likely to fall short of a production target of 9 million vehicles in the business year that ends on March 31 because of disruptions linked to COVID-19"
"The carmaker said sales were 10.5 million vehicles in 2021, including those by affiliates Daihatsu Motors and Hino Motors.","That compares with 8.9 million delivered by Volkswagen in the same period, 5 percent fewer than in 2020 and its lowest sales figures in 10 years"
"Japan's Toyota said on Friday its vehicle sales rose by 10.1 percent last year, making it the world's biggest carma… ","The carmaker said sales were 10.5 million vehicles in 2021, including those by affiliates Daihatsu Motors and Hino Motors."
A person who contravenes the provisions of paragraph (1) commits an offense and is liable upon conviction to a fine… ,KRA started phasing out the stamps last month but gave traders 30 days to clear out stocks that were affixed with the old stamps.
"The window for use of the old stamps on bottled water, juice and soft drinks lapsed on Wednesday, Jan 26, while tha… ",A person who contravenes the provisions of paragraph (1) commits an offense and is liable upon conviction to a fine not exceeding five million shillings or to imprisonment for a term not exceeding three years or to both ~ KRA regulations
Traders and manufacturers risk fines of up to Kes5 million or three years in jail or both for using old generation… ,"The window for use of the old stamps on bottled water, juice and soft drinks lapsed on Wednesday, Jan 26, while that for beer, wines and spirit packages lapsed on January 5, setting the stage for the penalties traders and manufacturers found in breach."
The deal includes a $700 million (Kes79 billion) equity investment in Airtel at a price of 734 rupees ($9.77) per s… ,The share issue is subject to regulatory and shareholder approval and comes months after Airtel raised up to 210 billion rupees through a sale of shares to existing shareholders
Alphabet Inc's Google will invest up to $1 billion (Kes113 billion) in Bharti Airtel in a move that could help bols… ,"The deal includes a $700 million (Kes79 billion) equity investment in Airtel at a price of 734 rupees ($9.77) per share and up to $300 million (Kes34 billion) towards implementing commercial agreements, including investments in scaling Airtel's offerings, the companies said."
 😂😂 😂 bro, Now people believe this is my real name😂
 board has declared a Kes3.75 dividend per share for the period,  Book closure date?
"In the half, net sales went up 27 percent in Kenya, 18 percent in Uganda and 15 percent in Tanzania", board has declared a Kes3.75 dividend per share for the period
The regional brewer's higher profits have been boosted by a recovery in sales with net revenues surging by 23.5 per… ,"In the half, net sales went up 27 percent in Kenya, 18 percent in Uganda and 15 percent in Tanzania"
 H1 2022 highlights:Net profit +137% Kes8.7 billionNet Sales +23% Kes54.9 billionCAPEX Kes6.2 billionI… ,The regional brewer's higher profits have been boosted by a recovery in sales with net revenues surging by 23.5 percent to Kes54.9 billion from Kes44.5 billion previously
"The country's imports, however, grew ahead of the exports at 23.6 percent to Kes1.8 trillion from Kes1.5 trillion in 2020","Meanwhile, the current account deficit (CAD) is projected to have closed 2021 at 5.4 per cent of Kenya's GDP"
Kenyan exports rose by 11.7 percent last year to Kes765.2 billion ($6.7 billion) according to provisional economic… ,"The country's imports, however, grew ahead of the exports at 23.6 percent to Kes1.8 trillion from Kes1.5 trillion in 2020"
"Tullow is prioritizing investment in high return opportunities in its producing assets, whilst ensuring the busines… ","Tullow which says has spent more than $1 billion (Kes113 billion) to prospect for oil and develop wells in Kenya, has seen its annual spending fall significantly over recent years as the firm continues its shift in focus from exploration to production"
Tullow Oil plans to invest $5 million (Kes567.5 million) in its Kenyan operation this year as it readies commercial… ,"Tullow is prioritizing investment in high return opportunities in its producing assets, whilst ensuring the business remains self-funded ~ Tullow"
"Finlays, however, objects arguing that any claim should be dealt with by the courts in Kenya and the action does no… ","In principle and subject to clarification on the matter of a representative party, I am satisfied that the criteria for granting that application are met ~ judge Lord Weir said"
The current and former workers of the firm claim that conditions on Finlays' tea farms in Kenya damaged their healt… ,"Finlays, however, objects arguing that any claim should be dealt with by the courts in Kenya and the action does not meet the requirements of Scotland's rules on group litigation proceedings."
A judge has given Kenyan tea pickers the the nod to sue multinational firm Finlays in Scotland ~ BBC ,The current and former workers of the firm claim that conditions on Finlays' tea farms in Kenya damaged their health and are suing for damages in the Court of Session in Edinburgh
Growth last year was fueled by the massive fiscal stimulus as well as very low-interest rates.,"The growth momentum, however, appears to have faded by December amid an onslaught of COVID-19 infections, fueled by the Omicron variant, which contributed to undercutting spending as well as disrupting activity at factories and services businesses"
US economic growth likely accelerated in the fourth quarter as businesses replenished depleted stocks to meet stron… ,Growth last year was fueled by the massive fiscal stimulus as well as very low-interest rates.
"Next-generation 5G smartphones are set to account for more than half of all smartphone sales in the market in 2022,… ","""Our strategy in the mass tier is to actively capture demand from people seeking to replace their phones with 5G models,"" Kim said, adding that the company would pursue more ""global mega-hit models."""
The world's largest memory chip and smartphone maker forecast a recovery in global tech device demand on Thursday a… ,"Next-generation 5G smartphones are set to account for more than half of all smartphone sales in the market in 2022, Kim Sung-koo, Vice President of mobile business, told an investor briefing"
"Samsung Electronics aims to win a bigger share of the smartphone market this year with more 5G-capable models, and… ","The world's largest memory chip and smartphone maker forecast a recovery in global tech device demand on Thursday after reporting its best fourth-quarter profit in four years, although it cautioned about ongoing challenges from supply chain issues and COVID-19"
"The State now seeks to exploit the growing appetite for mobile loans to boost credit to the small traders, who acco… ","The scheme, whose first phase was rolled out in December 2020 with seven commercial banks on board, aims at derisking lending to credit-starved micro, small and medium enterprises (MSMEs)"
Mobile phone-based lending and sacco loans will be made part of the State-backed Credit Guarantee Scheme after only… ,"The State now seeks to exploit the growing appetite for mobile loans to boost credit to the small traders, who account for more than 80 percent of all the businesses in the country and provide about 75 percent of jobs"
The Treasury will guarantee mobile phone loans given to small traders in a bid to increase supply of credit under a… ,Mobile phone-based lending and sacco loans will be made part of the State-backed Credit Guarantee Scheme after only a handful of small and medium-sized businesses accessed the State-backed loans
The CBK attributes the move to the continued resurgence of the economy and says its current accomodative policy is… ,The banking industry regulator expects growth to carry on from the three quarters of 2021 even as it shrugs off inflation concerns as it projects the cost of living to hold within the target band of 2.5 and 7.5 percent
The Central Bank of Kenya (CBK) has signalled low interest rate in the market by leaving its benchmark lending rate… ,The CBK attributes the move to the continued resurgence of the economy and says its current accomodative policy is supportive of the market at this time
"The IMF, however, expects that the growth will shrink marginally to 3.7 percent this year before edging up to 4 per cent next year","The global lender expects that inflation will remain well-anchored and as the pandemic eases, higher inflation should fade as supply chain disruptions fade, monetary policy tightens, and demand rebalances away from goods-intensive consumption towards services"
The International Monetary Fund (IMF) has revised the economic outlook for Sub-Saharan Africa to 4 percent from 3.8… ,"The IMF, however, expects that the growth will shrink marginally to 3.7 percent this year before edging up to 4 per cent next year"
Real estate consultancy Knight Frank Kenya has been named the leasing agent for the GTC Office Tower along Waiyaki… ,"The complex hosts prime office spaces across 42 floors. At 184 metres, GTC is one of Kenya's tallest buildings"
 Mimi, 😂yako ilitoka fity baas
  😂,  😂😂
I don't need anyone to tell me that I have a good voice., Unajijua
Don't let people without focus to let you be unproductive on Mondays !, Fact
Haha....I heard that the suspect who wanted to bomb Nairobi scored an A- in KCSE 2014., And went to University in Turkey.
